,itemname,tag
1294,Tom Yum Seafood Soup,Soup
1296,Al Maas Special Soup,Soup
1297,Garlic with Cheese Masala,Roti
1298,Chicken & Egg Soup,Soup
1299,Paneer Dosa,Dosa
1300,Kadala Curry,Curry
1301,Mushroom Soup,Soup
1302,Soya Curry,Curry
1304,Gobi 65 (Cauliflower),Bites
1305,Potato Curry,Curry
1306,Mixed Vegetables Curry,Curry
1307,French Fries,Bites
1309,Prawns 65,Bites
1310,Chicken 65,Bites
1311,Chicken Lollipop,Stir Fry
1312,Chicken Pakoda,Bites
1313,Cuttlefish 65,Bites
1315,Butter Fried Prawns,Stir Fry
1316,Onion Rings (Buttered),Bites
1317,Hot Butter Chicken,Bites
1319,Hot Butter Prawns,Bites
1320,Cuttlefish Fish Hot Butter,Bites
1321,Al Maas Special Salad,Salad
1322,Green Salad,Salad
1323,Onion Sambol,Condiments
1324,Onion Salad,Condiments
1325,Mix Vege with Vegetable & Olive Oil,Stir Fry
1326,Mixed Raita,Condiments
1327,Cucumber Salad,Salad
1329,Maldive Fish Sambol,Condiments
1330,Chicken Salad,Salad
1331,Mix Vegetable Salad,Salad
1336,"11"" Pizza - Margherita",Pizza
1338,Special Roasted Chicken Rice & Curry,Rice
1339,"11"" Pizza - Paneer",Pizza
1343,Create Your Half N Half Pizza,Pizza
1344,"11"" Pizza - Smoked Chicken",Pizza
1345,Roasted Chicken Fried Rice,Rice
1348,Mutton Rice & Curry,Rice
1349,Basmathi Chicken Biriyani,Biriyani
1350,Seafood Fried Rice,Rice
1351,Tandoori Chicken Biriyani,Biriyani
1352,BBQ Biriyani,Biriyani
1353,Mutton Boneless Biriyani,Biriyani
1354,Basmathi Fish Biriyani,Biriyani
1355,"11"" Pizza - Tandoori Chicken",Pizza
1357,Al Amra Special Fried Rice,Rice
1358,Prawns Biriyani,Biriyani
1361,Vegetable Pilau,Rice
1363,Basmathi Steam Rice,Rice
1364,Basmathi Ghee Rice (1/4 Roast),Rice
1365,String Hoppers Chicken Biriyani,Biriyani
1366,String Hoppers Mutton Biriyani,Biriyani
1368,String Hoppers Prawn Biriyani,Biriyani
1370,String Hoppers Vegetable Biriyani,Biriyani
1371,String Hoppers Fish Biriyani,Biriyani
1372,String Hoppers Beef Biriyani,Biriyani
1373,Chicken Tikka Biriyani,Biriyani
1375,Kaada Chicken Biriyani,Biriyani
1376,String Hopper Tandoori Biriyani,Biriyani
1377,Nasi Goreng - Roasted Chicken,Rice
1378,Nasi Goreng - Tandoori Chicken,Rice
1380,"11"" Pizza - Pepper Manzo Beef",Pizza
1381,Nasi Goreng Chicken,Rice
1382,Nasi Goreng Mixed,Rice
1383,Nasi Goreng Seafood,Rice
1384,Roasted Chicken Kottu,Kottu
1385,Roast Chicken Fried Rice,Rice
1386,Grill Chicken Fried Rice,Rice
1388,Tandoori Chicken Fried Rice,Rice
1389,Chicken Fried Rice (Boneless),Rice
1391,Mutton Fried Rice,Rice
1393,Prawn Fried Rice,Rice
1394,"11"" Pizza - Sausage Delight",Pizza
1403,Al Maas Special Fried Rice,Rice
1404,Chopsuey Rice,Rice
1405,Waffle Pizza - Cheese Lover,Pizza
1406,Mixed Chopsuey,Rice
1407,Paratha Fry,Roti
1408,Schezwan Roast Chicken Fried Rice,Rice
1409,Schezuan Mixed Fried Rice,Rice
1410,Schezwan Beef Fried Rice,Rice
1411,Dolphin,Kottu
1412,Schezwan Prawns Fried Rice,Rice
1414,BBQ Fried Rice,Rice
1415,Mongolian Roast Chicken Rice,Rice
1416,Mongolian Seafood Rice,Rice
1417,Mongolian Mixed Rice,Rice
1418,Waffle Pizza - Paneer Tikka,Pizza
1419,Mongolian Beef Rice,Rice
1420,Roast Chicken Macaroni,Pasta
1421,Tandoori Chicken Macaroni,Pasta
1422,Chicken Macaroni (Boneless),Pasta
1424,Vegetable Macaroni,Pasta
1425,Mixed Macaroni,Pasta
1426,Beef Deval,Stir Fry
1427,Seafood Macaroni,Pasta
1428,Beef Macaroni,Pasta
1429,Chicken Deval,Stir Fry
1430,Boneless Noodles,Noodles
1431,Waffle Pizza - Tandoori Chicken,Pizza
1433,Juicy Chicken Wings with Chef's Special Dip (4 Pcs),Bites
1434,Roast Chicken Noodles,Noodles
1435,Grill Chicken Noodles,Noodles
1437,Prawns Noodles,Noodles
1441,Juicy Chicken Wings with Chef's Special Dip (8 Pcs),Bites
1444,Schezwan Roast Chili Noodles,Noodles
1445,Waffle Pizza - Chilli Chicken,Pizza
1446,Schezwan Mixed Noodles,Noodles
1447,Garlic Bread,Bread
1448,Schezwan Vegetable Noodles,Noodles
1449,Singapore Style - Mee Hoon (Vegetable Noodles),Noodles
1450,Singapore Style - Mee Hoon (Egg Noodles),Noodles
1453,Singapore Style - Mee Hoon (Roast Chicken Noodles),Noodles
1454,Singapore Style - Mee Hoon (Mixed Noodles),Noodles
1455,Boneless Chicken Cheese Noodles,Noodles
1456,Cheese Mixed Macaroni,Pasta
1457,Red Rice,Rice
1459,Cheese Roast Chicken Macaroni,Pasta
1461,Waffle Pizza - Pepper Beef,Pizza
1462,Cheese Vegetable Macaroni,Pasta
1463,(4) Parata with Egg & Gravy,Roti
1464,Boneless Chicken Macaroni,Pasta
1465,Spaghetti Chicken,Pasta
1466,Caesar Salad,Salad
1468,Spaghetti Mixed,Pasta
1469,Salad Di California,Salad
1470,Egg Masala,Curry
1471,(2) Egg Rotti with Chicken Curry,Roti
1474,Seafood Omelette,Seafood
1475,Submarine - Chili Paneer,Submarine
1477,Chicken String Hoppers Biriyani,Biriyani
1478,Beef String Hoppers Biriyani,Biriyani
1480,Chicken Alfredo,Pasta
1485,Chicken Tikka - Boneless (Salad),Salad
1487,Beef Tikka (Salad),Salad
1488,Pesto Spaghetti,Pasta
1490,Plan Naan,Roti
1491,Submarine - Spicy Beef,Submarine
1495,Lachcha Naan,Roti
1496,Tandoori Parata,Roti
1497,Chappathi (2),Roti
1500,Hot Curry Pasta,Pasta
1501,Podeena Parata,Roti
1502,Plain Poori,Roti
1503,Gobi Masala (Cauliflower),Bites
1506,Submarine - Tandoori Chicken,Submarine
1507,Aloo Masala,Curry
1508,"Aloo Gopi (Potato, Cauliflower)",Curry
1510,Bacon Carbonara,Pasta
1512,Palak Paneer,Bites
1515,Sausage Marinara,Pizza
1517,Navaratna Kuruma,Curry
1518,Submarine - Tandoori Chicken Masala,Submarine
1520,Vegetable Kuruma,Curry
1521,Gobi (Cauliflower) Manjurian,Bites
1524,Mushroom Devilled,Bites
1525,Al Maas Special Chicken,Curry
1526,Calcutta Special Chicken,Curry
1527,Pizza Margherita (Authentic Italian),Pizza
1528,Hyderabad Chicken,Curry
1530,Pakistan Chicken Kuruma,Curry
1532,Chicken Varutha Curry,Curry
1533,Masala Chicken (Gravy),Curry
1534,Chettinad Chicken,Curry
1535,Tikka Masala Chicken (Boneless),Curry
1536,Pepper Fried Chicken (Dry),Stir Fry
1537,Butter Chicken Masala,Curry
1538,Salami Picante (Authentic Italian),Pizza
1540,Kadai Chicken,Curry
1541,Chicken Tikka Kuruma,Curry
1542,Chicken Devilled,Bites
1543,Chicken Manchurian - Gravy,Curry
1545,Chilli Chicken - Dry,Stir Fry
1548,Vegetarian Dream (Authentic Italian),Pizza
1549,Spicy Chilli Chicken,Stir Fry
1551,Chicken Dry Red Chilli,Stir Fry
1552,Chicken in Hot Garlic Sauce,Stir Fry
1553,Chicken with Kangkung,Stir Fry
1554,Chicken Chopseuy,Rice
1555,Quattro Formaggi (Authentic Italian),Pizza
1556,Thai Style Chilli Chicken,Stir Fry
1557,Al Maas Special Beef Curry,Curry
1558,Hyderabad Beef,Curry
1560,Chettinad Beef,Curry
1562,Kadai Beef,Curry
1563,Kuruma Beef,Curry
1564,Pepper Masala Beef,Curry
1565,Braised Lamb Ragu (Large Pizza),Pizza
1567,Beef Masala (Gravy),Curry
1568,Beef Dopiyaza,Curry
1569,Beef Devilled,Bites
1570,Chilli Beef with Capsicum,Stir Fry
1571,Beef Dry Red Chilli,Stir Fry
1573,Bacon Fantasy (Large Pizza),Pizza
1574,Al Maad Special Mutton,Curry
1576,Hyderabad Mutton,Curry
1578,Pakistan Mutton Kuruma,Curry
1579,Varutha Curry Mutton,Curry
1580,Chettinad Mutton,Curry
1581,Masala Mutton,Curry
1582,Pepper Masala Mutton,Curry
1583,Prawns Karapincha (Large Pizza),Pizza
1586,Kadai Mutton,Curry
1587,Masala Prawns,Curry
1588,Chettinad Prawns,Curry
1589,Pepper Masala Prawns,Curry
1590,Kadai Prawns,Curry
1593,Kuruma Prawns,Curry
1594,Al Maas Special Prawns Curry,Curry
1595,Prawns Devilled,Bites
1596,Prawns Dry Red Chilli,Stir Fry
1598,Prawns Hot Butter,Stir Fry
1599,Fish Pepper Fry,Stir Fry
1600,Masala Fish,Curry
1601,Kerala Fish,Curry
1602,Chettinad Fish,Curry
1603,Pepper Masala Fish,Curry
1604,Kadai Fish,Curry
1605,Kuruma Fish,Curry
1607,Cuttlefish Masala,Curry
1609,Chettinad Cuttlefish,Curry
1610,Kadai Cuttlefish,Curry
1611,Kuruma Cuttlefish,Curry
1614,Pepper Cuttlefish,Stir Fry
1615,Fish Devilled,Bites
1616,Mint Tea,Tea
1617,Cuttlefish Devilled,Bites
1618,Chilli Cuttlefish,Stir Fry
1620,Cuttlefish Hot Butter,Bites
1621,Chettinad Crab,Curry
1622,Sprite,Soft Drinks
1623,Kadai Crab,Curry
1624,Portello,Soft Drinks
1625,South Indian Style Crab,Curry
1626,Coca Cola,Soft Drinks
1627,Crab Pepper Masala,Stir Fry
1629,Singapore Style Chilli Crab,Curry
1630,Ginger Beer,Soft Drinks
1633,Oreo Ecstasy,Shakes
1635,Icy Chocolate Chip,Shakes
1637,The Fresh Berry Charm,Fruit Juice
1638,Chicken Palandy Full,Curry
1640,Cheesecake,Desserts
1641,Chicken Palandy Half,Curry
1642,Chicken Palandy Portion,Curry
1643,Fudge Brownie,Desserts
1644,Devilled Chicken Full,Stir Fry
1647,Devilled Chicken Half,Stir Fry
1650,Roast Chicken Masala Full,Curry
1651,Roasted Chicken Masala Half,Curry
1653,Roasted Chicken Masala Portion,Curry
1655,Egg Rotti,Roti
1658,Parata Rotti (2),Roti
1663,Egg Rotti with Cheese,Roti
1665,Egg & Vegetable Rotti,Roti
1668,Tandoori Chicken Kottu Rotti,Kottu
1670,Chicken Kottu Rotti (1/4 Roast Chicken),Kottu
1671,Cheese Chicken Kottu Rotti,Kottu
1674,String Hoppers Cheese Chicken Kottu,Kottu
1675,Palandy Cheese Chicken Kottu Rotti,Kottu
1676,Masala Chicken Kottu Rotti,Kottu
1679,Masala Cheese Chicken Kottu Rotti,Kottu
1681,String Hoppers Masala Cheese Chicken Kottu,Kottu
1683,Mixed Kottu Rotti,Kottu
1686,Seafood Kottu Rotti,Kottu
1688,Mutton Kottu Rotti,Kottu
1690,Beef Kottu Rotti,Kottu
1691,Beef Cheese Kottu Rotti,Kottu
1692,Egg Kottu Rotti,Kottu
1694,String Hoppers Egg Kottu,Kottu
1696,Cheese Egg Kottu Rotti,Kottu
1698,String Hoppers Cheese Egg Kottu,Kottu
1700,String Hoppers Beef Kottu,Kottu
1702,Vegetable Kottu Rotti,Kottu
1704,Vegetable Cheese Kottu Rotti,Kottu
1706,Chicken Dolphin Kottu Rotti,Kottu
1708,Beef Dolphin Kottu Rotti,Kottu
1710,Chicken Murthaba Rotti,Roti
1712,Mutton Murthaba Rotti,Roti
1714,Prawn Murthaba Rotti,Roti
1715,Vegetable Murthaba Rotti,Roti
1717,Chicken Cheese Rotti,Roti
1719,Fish Cheese Rotti,Roti
1721,Chicken Lapa Rotti,Roti
1723,Fish Lapa Rotti,Roti
1725,Beef Lapa Rotti,Roti
1727,Beef Murthaba Rotti,Roti
1729,Cheese with Beef Rotti,Roti
1731,Beef Chop with Naan,Roti
1740,Epi-Q Chicken Biriyani,Biriyani
1741,Mutton Biriyani Sawan,Biriyani
1751,Mutton Dum Pot Biriyani,Biriyani
1752,Kathi Roll - Chilli Chicken,Wrap
1764,Kathi Roll - Chilli Paneer,Wrap
1780,Kathi Roll - Spicy Beef,Wrap
1782,Chicken Shawarma with Cheese,Shawarma
1784,Vegetable Shawarma with Cheese,Shawarma
1785,Crispy Vegetable Submarine with Cheese,Submarine
1786,Vegetable Submarine with Cheese,Submarine
1787,Chicken Burger with Cheese,Burger
1788,Kada Kadaai,Curry
1790,Kadai Chicken Masala,Curry
1791,Kada Chicken 65,Bites
1792,Kathi Roll - Tandoori Chicken Masala,Wrap
1793,BBQ Chicken Full,BBQ
1794,BBQ Chicken Half,BBQ
1795,BBQ Chicken Quarter,BBQ
1796,Beef Pepper Strict,Stir Fry
1797,Fruit Salad,Desserts
1798,Gulabjamun Small,Indian Sweets
1799,Gulabjamun Large,Indian Sweets
1800,Fruit Salad with Ice Cream,Desserts
1801,Waffle - Brownie,Waffles
1803,Watalappam Small,Desserts
1804,Watalappam Large,Desserts
1805,Caramel Pudding,Desserts
1808,Al Maas Special Fruit Salad,Desserts
1812,Lime with Soda,Fruit Juice
1814,Butter Fruit Juice,Fruit Juice
1823,Lassi Sweet,Shakes
1825,Lassi Salt,Shakes
1827,Strawberry Lassi,Shakes
1830,Waffle - Classic Chocolate,Waffles
1831,Apple Juice,Fruit Juice
1834,Water Melon Juice,Fruit Juice
1838,Strawberry Milkshake,Shakes
1839,Vanilla Milkshake,Shakes
1840,Mix Fruit Juice,Fruit Juice
1841,Banana Milkshake,Shakes
1843,Mango Milkshake,Shakes
1845,Apple Milkshake,Shakes
1847,Nelli Juice,Fruit Juice
1848,Nannari Lime (Soda Sarbath),Fruit Juice
1851,Nannari,Fruit Juice
1853,Virgin Mojito,Fruit Juice
1855,Ice Lemon Tea,Tea
1856,Waffle - Nutella,Waffles
1857,Carrot with Orange,Fruit Juice
1858,Brownie - Premium Chocolate,Desserts
1859,Orange with Passion,Fruit Juice
1860,Dessert Jar - Chocolate Mousse,Desserts
1861,Dessert Jar - Ras Malai,Desserts
1862,Chocolate Biscuit Pudding 500g,Desserts
1865,Ras Malai 500g,Desserts
1875,Blue Lemonade,Fruit Juice
1876,Passion Mojito,Fruit Juice
1882,Iced Coffee,Coffee
1884,Epi-Q Falooda,Shakes
1886,Epi-Q Chai - Cardamom Tea,Tea
1887,Epi-Q Chai - Classic Tea,Tea
1888,Epi-Q Chai - Ginger Tea,Tea
1889,Epi-Q Chai - Masala Tea,Tea
1900,Potato Wedges,Fast Food
1902,Seafood Salad,Salad
1903,Roast Beef Salad,Salad
1904,Hawaiian Chicken Salad,Salad
1905,Diced Chicken in Sweet Corn,Stir Fry
1906,Crab Combination,Shellfish
1908,Chicken & Leeks,Curry
1910,Tom Yum Seafood,Soup
1911,Cream of Chicken,Soup
1913,Fried Rice Packet,Rice
1919,Chicken Biryani,Biriyani
1921,Prawn Biryani,Biriyani
1922,Roasted Chicken Rice & Curry,Rice
1923,Mutton Biryani,Biriyani
1926,Vegetable Red Rice & Curry,Rice
1928,Dried Fish Red Rice & Curry,Rice
1929,Egg Red Rice & Curry,Rice
1932,Fish Red Rice & Curry,Rice
1934,Chicken Red Rice & Curry,Rice
1937,Beef Red Rice & Curry,Rice
1938,Mixed Chopsuey,Stir Fry
1939,Pork Red Rice & Curry,Rice
1940,Chicken Fried Noodles,Noodles
1941,Egg Fried Noodles,Noodles
1943,Mixed Fried Noodles,Noodles
1947,Milk Rice,Rice
1952,Chocolate Mousse,Desserts
1953,Parota (4) With Gravy,Roti
1956,Pol Rotti (3) With Gravy & Sambal,Roti
1957,Egg Curry,Curry
1959,Dhal Curry,Curry
1960,Beef Curry,Curry
1961,Pork Curry,Curry
1963,Chicken Hot & Spicy,Stir Fry
1964,Egg Pasta,Pasta
1967,Pineapple Trifle,Desserts
1968,Satrangi Mutton Biriyani,Biriyani
1972,Strawberry Trifle,Desserts
1973,Satrangi Chicken Biriyani,Biriyani
1974,Prawns Curry,Curry
1976,Butterscotch Pudding,Desserts
1978,Sprats,Curry
1980,Satrangi Prawn Biriyani,Biriyani
1981,Creme Special,Desserts
1988,Fish (Coconut Milk),Curry
1992,(2) Créme Caramel,Desserts
1993,Fish Curry,Curry
1995,Dark Chocolate Mousse Cake,Desserts
1998,Dried Fish Rice & Curry,Rice
2001,(2) Fruit & Custard Tarts,Desserts
2002,Fried Fish Rice & Curry,Rice
2011,(2) Coffee & Nut Cake,Desserts
2028,(2) Creme Signature Chocolate Cake,Desserts
2031,Devilled Fish Fried Rice,Rice
2037,Narang & Mint Crush (400ml),Fruit Juice
2038,Steamed Rice,Rice
2043,Crispy Chicken Submarine,Submarine
2044,King Sour Punch(400ml),Fruit Juice
2046,Strawberry Pavlova,Desserts
2050,Ginger Sour Mint (400ml),Fruit Juice
2051,(2) Watalappan,Desserts
2055,Spicy Cucumber & Narang (400ml),Fruit Juice
2056,Vegetable Rotti (3),Short eats
2058,(5) Gulab Jamun,Indian Sweets
2059,Devilled Pork Fried Rice,Rice
2063,Cookies & Cream (400ml),Desserts
2064,Passion Fruit Mousse,Desserts
2070,Seafood Pasta,Pasta
2072,Chocolate Milkshake(400Ml),Shakes
2073,Zinger Burger,Burger
2075,Strawberry Trifle Family Pack,Desserts
2077,Prawns Fried Rice,Rice
2082,Mini Crispy Chicken Submarine,Submarine
2083,Sea Food Fried Rice,Rice
2084,Mango Shake(400ml),Shakes
2085,Beef & Pork Fried Rice,Rice
2088,Crispy Chicken Wing,Fast Food
2089,Chicken Blintzes (3),Bread
2090,Devilled Chicken Biriyani,Biriyani
2092,Tropical Shake,Shakes
2096,Beef Blintzes (3),Bread
2097,Roast Chicken Biriyani,Biriyani
2098,Pasta Carbonara,Pasta
2100,Passion & Banana Smoothie (400ml),Shakes
2102,Hawaiian Chicken,Pizza
2103,(2) Ribbon Cake ,Desserts
2106,Fish Biriyani,Biriyani
2107,Tropical Smoothie (400ml),Shakes
2111,Fish Roll (3),Short eats
2114,Chocolate Mousse Family Pack,Desserts
2116,Al-Baik Special Mixed Submarine,Submarine
2117,Gotukola Smoothie (400ml),Shakes
2120,Beef Pattis (3),Short eats
2122,Pineapple Trifle Family Pack,Desserts
2124,Mango Smoothie,Shakes
2128,Beef Samosa (3),Short eats
2129,Passion Smoothie,Shakes
2130,Butterscotch Pudding Family Pack,Desserts
2131,Pork Biriyani,Biriyani
2136,Mixed Meat Hot & Spicy,Stir Fry
2140,Beef Rotti (3),Roti
2141,Fried Chicken Rice,Rice
2142,Pineapple Smoothie,Shakes
2144,Creme Special Family Pack,Desserts
2148,Egg Dolphin,Kottu
2150,Plain Godhamba (4),Roti
2154,Mixed Dolphin,Kottu
2160,Roast Godhamba (2),Roti
2161,Crispy Chicken Leg Fried Rice,Rice
2164,Seafood Dolphin,Kottu
2168,Dark Chocolate Mousse Cake Family Pack,Desserts
2171,Mixed Seafood Hot & Spicy,Seafood
2174,Crispy Chicken Wing Fried Rice,Rice
2177,Creme Caramel Family Pack,Desserts
2183,Egg Paratha (2),Roti
2188,Pineapple & Ginger Juice,Fruit Juice
2189,Pork Cheese Kottu,Kottu
2191,Watalappan Family Pack,Desserts
2193,Cheese Paratha (2),Roti
2196,(4) Paratas,Roti
2197,Crispy Chicken Bun,Fast Food
2198,Egg Cheese Paratha (2),Roti
2201,Starfruit Juice,Fruit Juice
2202,Vegetable Rotti Bundle,Roti
2204,Chocolate Paratha (2),Roti
2205,Hot Dog Bun,Fast Food
2211,Fish Rotti Bundle,Roti
2215,Jumbo Hot Dog Bun,Fast Food
2220,Mix Submarine,Submarine
2221,Mango Banana Juice,Fruit Juice
2225,Milk Fish Rice & Curry,Rice
2229,Dhal,Curry
2230,Shawarma Chicken Submarine,Submarine
2232,Weralu Juice,Fruit Juice
2238,Narang Juice,Fruit Juice
2240,Caramel Crumble,Desserts
2241,Crispy Chicken Thigh,Fast Food
2243,Seafood Fried Noodles,Noodles
2247,Baked Alaska,Desserts
2252,Ambarella Cooler,Fruit Juice
2253,Roast Chicken Kottu,Kottu
2256,2 Chewy Choco Bars,Desserts
2259,Red Rice & Curry with Roasted Chicken,Rice
2260,Chicken Shawarma,Shawarma
2262,2 Extra Nutty Brownie Bars,Desserts
2263,Red Rice & Curry with Chicken,Rice
2267,Mixed Cheese Kottu,Kottu
2271,2 Crunchy Meringue Bars,Desserts
2276,Red Rice & Curry with Milk Fish,Rice
2278,2 Danish Fudge,Desserts
2280,Beef Kurma,Curry
2281,Red Rice & Curry with Fish Curry,Rice
2282,Prawn Fried Noodles,Noodles
2284,Power Boost,Fruit Juice
2286,Red Rice & Curry with Fried Fish,Rice
2287,Baked Alaska Family Pack,Desserts
2288,Pepper Beef,Curry
2292,Red Rice & Curry with Egg,Rice
2295,Roast Beef,Bites
2297,Tropical Fitness,Fruit Juice
2298,Red Rice & Curry with Bullseye,Rice
2303,Red Rice & Curry with Omelette,Rice
2305,Aqua Build,Fruit Juice
2309,Red Rice & Curry with Vegetable,Roti
2312,Spicy Iron Blast,Fruit Juice
2319,Curry Chicken Kottu,Kottu
2326,Fried Chicken Rice & Curry,Rice
2327,The Energizer,Fruit Juice
2332,Fried Chicken (1/4) Rice & Curry,Rice
2333,Beef & Pork Fried Noodles,Noodles
2337,Coconut Banana Punch,Fruit Juice
2338,Mix Pasta,Pasta
2340,Roast Beef Rice & Curry,Rice
2342,Vegetable Fried Noodles,Noodles
2344,Narang Surprise,Fruit Juice
2345,Milk Fish Curry,Curry
2347,Mutton Fried Noodles,Noodles
2359,(2) Portions Egg Curry,Curry
2365,(2) Portions Dhal Curry,Curry
2370,Plain Biryani,Biriyani
2380,Mixed Meat Kottu,Kottu
2382,(2) Portions Onion Sambol,Salad
2388,Chicken Sambol,Condiments
2392,Fish Sambol,Salad
2393,Prawn Kottu,Kottu
2397,(3) Portions Coconut Sambol,Salad
2402,(3) Egg Rolls Bundle,Short eats
2406,Chicken & Cheese Kottu,Kottu
2407,(3) Fish Rolls Bundle,Short eats
2424,Deviled Chicken Dolphin,Kottu
2425,Chicken & Prawns Fried Rice,Rice
2427,Fish Dolphin,Kottu
2428,Fried Fish & Chips,Fast Food
2430,Chicken Fried Rice with Veg Salad & Fried Egg,Rice
2431,Chicken Devilled Half,Bites
2432,Fried Chicken (1/4) Biriyani,Biriyani
2434,Egg Fried Rice with Veg Salad & Fried Egg,Rice
2436,Pork Dolphin,Kottu
2442,Fish Devilled Half,Bites
2443,Seafood Mix Grill,Seafood
2445,Special Fried Rice (Serves 3 People),Rice
2449,Grilled Chicken & French Fries,Fast Food
2455,Chicken Pepper Style,Stir Fry
2456,Milk Shake,Shakes
2465,Chicken with Black Bean Sauce,Stir Fry
2467,Seafood Sweet Corn Soup,Soup
2469,Diced Chicken with Cashew Nuts,Stir Fry
2472,Sweet Corn Soup,Soup
2474,Chicken with Dry Red Chillies,Stir Fry
2475,Karapincha Atta Chicken Wrap,Wrap
2476,Hot & Sour Prawn Soup,Soup
2482,Sweet & Sour Chicken,Stir Fry
2483,Karapincha Atta Seafood Wrap,Wrap
2485,Crispy Chicken in Hot Butter Sauce,Stir Fry
2486,Karapincha Atta Veg Wrap,Wrap
2488,Oriental Soup (Vegetable),Soup
2489,Chilli Chicken - Singapore Style,Stir Fry
2491,Chicken & Fish Rice & Curry,Rice
2494,Coleslaw,Salad
2497,International Salad,Salad
2499,Chicken Kankun,Stir Fry
2503,Green & Gold Salad,Salad
2508,Beef in Oyster Sauce,Stir Fry
2517,Beef with Dry Red Chillies and Spring Onions,Stir Fry
2519,Sliced Beef in Black Bean Sauce,Stir Fry
2525,Sizzling Black Pepper Beef with Onions,Bites
2530,Beef Kankun,Stir Fry
2534,Fried Chicken (1/4) Fried Rice,Rice
2543,BBQ Beef,BBQ
2544,Beef Steak in Pepper Sauce,Stir Fry
2549,Fried Pork with Black Pepper,Stir Fry
2550,Baked Pasta with Cheese,Pasta
2552,Pork with Dry Red Chillies & Spring Onions,Stir Fry
2553,Pasta with Fiery Sauce,Pasta
2555,Roast Chicken Rotti Kottu,Kottu
2563,Sliced Pork in Black Bean Sauce,Stir Fry
2565,Chilly Spaghetti with Cheese,Pasta
2566,BBQ Pork,BBQ
2568,Chilly Pasta with Cheese,Condiments
2570,Sweet & Sour Pork,Stir Fry
2572,Pork Kankun,Stir Fry
2573,Spaghetti with Creamy Egg Sauce,Pasta
2583,Devilled Chicken Rotti Kottu,Kottu
2593,Chicken Palandi Kottu,Kottu
2596,String Hoppers Chicken Kottu,Kottu
2597,Garlic Kankun,Stir Fry
2598,Mixed Vegetable Chopsuey,Stir Fry
2599,Hot Butter Mushrooms,Bites
2602,Chicken Masala Kottu,Kottu
2603,String Hoppers Fish Kottu,Kottu
2619,Chicken Devilled Kottu,Stir Fry
2621,String Hoppers Seafood Kottu,Kottu
2624,String Hoppers Mixed Kottu,Kottu
2630,Batter Fried Prawns,Bites
2633,Sweet & Sour Prawns,Stir Fry
2637,Chilli Prawns - Singapore Style,Stir Fry
2640,Prawns in Hot Garlic Sauce,Stir Fry
2643,Special Mixed Kottu,Kottu
2648,Prawns in Hot Butter Sauce,Stir Fry
2654,Cheese & Chicken Kottu,Kottu
2672,Crispy Fish in Hot Butter Sauce,Stir Fry
2674,Sweet & Sour Fish,Stir Fry
2675,Batter Fried Cuttlefish,Bites
2681,Cuttlefish in Hot Garlic Sauce,Stir Fry
2683,Hot & Spicy Cuttlefish,Stir Fry
2684,Roast Paan with Prawn Curry & Pol Sambol,Bread
2691,Spicy Fish - Thai Style,Seafood
2705,Chicken (Masala or Korma),Curry
2708,Roast Chicken (1/4) Kottu,Kottu
2711,Chef's Special Chicken Fried Rice,Rice
2715,Prawn (Masala or Korma),Curry
2718,Mutton (Masala or Korma),Curry
2719,Roast Chicken (1/4) Cheese Kottu,Kottu
2721,Chef's Special Mixed Fried Rice,Rice
2725,Thai Chicken Fried Rice,Noodles
2734,Choy's Chilli Paste Bottle,Condiments
2739,Fresh Fruit Salad,Desserts
2742,Ice Cream with Cashew Nuts & Chocolate Sauce,Ice Cream
2743,Chocolate Doughnut,Desserts
2744,Chocolate Eclair,Desserts
2745,Kisses,Desserts
2749,Chicken Chow Mein,Noodles
2758,Chocolate Gateaux 1kg,Desserts
2759,Coffee Gateaux 1kg,Desserts
2760,Blueberry Gateaux 1kg,Cakes
2761,Vanilla Gateaux 1kg,Desserts
2762,Pineapple Gateaux 1kg,Desserts
2765,Mixed Kottu with Cheese,Kottu
2768,Thai Chicken Fried Noodles,Noodles
2797,Chicken Palandi Fried Paratha,Roti
2801,Chicken Masala Fried Paratha,Roti
2805,Chicken Devilled Fried Paratha,Roti
2808,Vegetable Fried Paratha,Roti
2811,Egg Fried Paratha,Roti
2814,Egg Cheese Fried Paratha,Roti
2816,Egg & Vegetable Fried Paratha,Roti
2823,Chicken Fried Paratha,Roti
2826,Chicken Cheese Fried Paratha,Roti
2828,Chicken Vegetable Fried Paratha,Roti
2830,Roast Chicken (1/4) Fried Paratha,Roti
2837,Roast Chicken (1/4) Cheese Fried Paratha,Roti
2841,Roast Chicken (1/4) & Vegetable Fried Paratha,Roti
